,Title,Price,Shop_name,Overall_star,Star_rating,Review,Customer_date,Product_links
0,"Personalisiertes ‘Mein Reise-Wimmelbuch durch Europa’ Geschenke für Kinder 2-7, füge eine geheime Nachricht hinzu, gestalte dein Buchcover","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,Great item that was delivered quickly!  Very happy girl who received the gift!  Seller was responsive to my emails and attentive to any issues I had.,"Roger,                     ,                     Dec 18, 2022",https://www.etsy.com/listing/1012449319/personalisiertes-mein-reise-wimmelbuch?click_key=7b4811dd1a0e566b913359a7f84b1c455fb10677%3A1012449319&click_sum=9df2d75b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-1&sts=1
1,"Personalisiertes ‘Mein Reise-Wimmelbuch durch Europa’ Geschenke für Kinder 2-7, füge eine geheime Nachricht hinzu, gestalte dein Buchcover","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,Great item that was delivered quickly!  Very happy girl who received the gift!  Seller was responsive to my emails and attentive to any issues I had.,"Roger,                     ,                     Dec 18, 2022",https://www.etsy.com/listing/1012449319/personalisiertes-mein-reise-wimmelbuch?click_key=7b4811dd1a0e566b913359a7f84b1c455fb10677%3A1012449319&click_sum=9df2d75b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-1&sts=1
2,"Personalisiertes ‘Mein Reise-Wimmelbuch durch Europa’ Geschenke für Kinder 2-7, füge eine geheime Nachricht hinzu, gestalte dein Buchcover","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,,"Anna-Lena,                     ,                     Mar 5, 2023",https://www.etsy.com/listing/1012449319/personalisiertes-mein-reise-wimmelbuch?click_key=7b4811dd1a0e566b913359a7f84b1c455fb10677%3A1012449319&click_sum=9df2d75b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-1&sts=1
3,"Personalisiertes ‘Mein Reise-Wimmelbuch durch Europa’ Geschenke für Kinder 2-7, füge eine geheime Nachricht hinzu, gestalte dein Buchcover","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,,"Anna-Lena,                     ,                     Mar 5, 2023",https://www.etsy.com/listing/1012449319/personalisiertes-mein-reise-wimmelbuch?click_key=7b4811dd1a0e566b913359a7f84b1c455fb10677%3A1012449319&click_sum=9df2d75b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-1&sts=1
4,"Personalisiertes ‘Mein Reise-Wimmelbuch durch Europa’ Geschenke für Kinder 2-7, füge eine geheime Nachricht hinzu, gestalte dein Buchcover","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,,"Melissa,                     ,                     Dec 18, 2022",https://www.etsy.com/listing/1012449319/personalisiertes-mein-reise-wimmelbuch?click_key=7b4811dd1a0e566b913359a7f84b1c455fb10677%3A1012449319&click_sum=9df2d75b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-1&sts=1
5,"Personalisiertes ‘Mein Reise-Wimmelbuch durch Europa’ Geschenke für Kinder 2-7, füge eine geheime Nachricht hinzu, gestalte dein Buchcover","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,,"Melissa,                     ,                     Dec 18, 2022",https://www.etsy.com/listing/1012449319/personalisiertes-mein-reise-wimmelbuch?click_key=7b4811dd1a0e566b913359a7f84b1c455fb10677%3A1012449319&click_sum=9df2d75b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-1&sts=1
6,"Personalisiertes ‘Mein Reise-Wimmelbuch durch Europa’ Geschenke für Kinder 2-7, füge eine geheime Nachricht hinzu, gestalte dein Buchcover","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,,"Violeta Mulaj,                     ,                     Apr 12, 2023",https://www.etsy.com/listing/1012449319/personalisiertes-mein-reise-wimmelbuch?click_key=7b4811dd1a0e566b913359a7f84b1c455fb10677%3A1012449319&click_sum=9df2d75b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-1&sts=1
7,"Personalisiertes ‘Mein Reise-Wimmelbuch durch Europa’ Geschenke für Kinder 2-7, füge eine geheime Nachricht hinzu, gestalte dein Buchcover","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,,"Violeta Mulaj,                     ,                     Apr 12, 2023",https://www.etsy.com/listing/1012449319/personalisiertes-mein-reise-wimmelbuch?click_key=7b4811dd1a0e566b913359a7f84b1c455fb10677%3A1012449319&click_sum=9df2d75b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-1&sts=1
8,"Personalized Book - Dinosaur Adventure - Custom Personalized Book w/child and family personalizations, great dinosaur gift for birthday","Price:,            ,            USD 32.96+",StoryOfMeGiftStore,4.5 out of 5 stars,5 out of 5 stars,My 6 year old grandson absolutely loves his new book! He loves hearing his name throughout and his family names too.,"stacy angelona,                     ,                     Nov 1, 2022",https://www.etsy.com/listing/1263830459/personalized-book-dinosaur-adventure?click_key=428243773394dfe344649c88c17e2e351ea553cb%3A1263830459&click_sum=5b1fcc0a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-3&pro=1
9,"Personalized Book - Dinosaur Adventure - Custom Personalized Book w/child and family personalizations, great dinosaur gift for birthday","Price:,            ,            USD 32.96+",StoryOfMeGiftStore,4.5 out of 5 stars,5 out of 5 stars,My 6 year old grandson absolutely loves his new book! He loves hearing his name throughout and his family names too.,"stacy angelona,                     ,                     Nov 1, 2022",https://www.etsy.com/listing/1263830459/personalized-book-dinosaur-adventure?click_key=428243773394dfe344649c88c17e2e351ea553cb%3A1263830459&click_sum=5b1fcc0a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-3&pro=1
10,"Personalized Book - Dinosaur Adventure - Custom Personalized Book w/child and family personalizations, great dinosaur gift for birthday","Price:,            ,            USD 32.96+",StoryOfMeGiftStore,4.5 out of 5 stars,3 out of 5 stars,"The book itself is wonderful! Very well done and perfect. I ordered it for Christmas and the original delivery date was 12/20-22/21. Close, but just in time. It ended up getting here 12/28. Too late for Christmas, but I am sure my niece will love it. Order much earlier than you think you will need it to give the artist time to get it done.","kelwilcockson,                     ,                     Dec 31, 2022",https://www.etsy.com/listing/1263830459/personalized-book-dinosaur-adventure?click_key=428243773394dfe344649c88c17e2e351ea553cb%3A1263830459&click_sum=5b1fcc0a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-3&pro=1
11,"Personalized Book - Dinosaur Adventure - Custom Personalized Book w/child and family personalizations, great dinosaur gift for birthday","Price:,            ,            USD 32.96+",StoryOfMeGiftStore,4.5 out of 5 stars,3 out of 5 stars,"The book itself is wonderful! Very well done and perfect. I ordered it for Christmas and the original delivery date was 12/20-22/21. Close, but just in time. It ended up getting here 12/28. Too late for Christmas, but I am sure my niece will love it. Order much earlier than you think you will need it to give the artist time to get it done.","kelwilcockson,                     ,                     Dec 31, 2022",https://www.etsy.com/listing/1263830459/personalized-book-dinosaur-adventure?click_key=428243773394dfe344649c88c17e2e351ea553cb%3A1263830459&click_sum=5b1fcc0a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-3&pro=1
12,"Personalized Book - Dinosaur Adventure - Custom Personalized Book w/child and family personalizations, great dinosaur gift for birthday","Price:,            ,            USD 32.96+",StoryOfMeGiftStore,4.5 out of 5 stars,5 out of 5 stars,Super cute! I ordered ahead of time for a Christmas present. Make sure you allow enough time for your purchase! It’s a custom order so the extra shipping time makes sense. Very high quality pages and the book seems sturdy.,"Hailey,                     ,                     Nov 20, 2022",https://www.etsy.com/listing/1263830459/personalized-book-dinosaur-adventure?click_key=428243773394dfe344649c88c17e2e351ea553cb%3A1263830459&click_sum=5b1fcc0a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-3&pro=1
13,"Personalized Book - Dinosaur Adventure - Custom Personalized Book w/child and family personalizations, great dinosaur gift for birthday","Price:,            ,            USD 32.96+",StoryOfMeGiftStore,4.5 out of 5 stars,5 out of 5 stars,Super cute! I ordered ahead of time for a Christmas present. Make sure you allow enough time for your purchase! It’s a custom order so the extra shipping time makes sense. Very high quality pages and the book seems sturdy.,"Hailey,                     ,                     Nov 20, 2022",https://www.etsy.com/listing/1263830459/personalized-book-dinosaur-adventure?click_key=428243773394dfe344649c88c17e2e351ea553cb%3A1263830459&click_sum=5b1fcc0a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-3&pro=1
14,"Personalized Book - Dinosaur Adventure - Custom Personalized Book w/child and family personalizations, great dinosaur gift for birthday","Price:,            ,            USD 32.96+",StoryOfMeGiftStore,4.5 out of 5 stars,1 out of 5 stars,"READ THIS BEFORE YOU PURCHASE!!!
I was excited by the 5 star reviews but, the more I dug into this vendor, the less impressed I became. I ordered a custom book last month and just NEVER RECEIVED  it. The shop has NO COMMUNICATION skills. A tracking number was provided but, over a week later it still says Pre-Transit meaning they have not received the item to be shipped. I ordered a custom book for a different vendor on Etsy and had an amazing experience with the custom product delivered quickly. I will not be ordering from this shop ever again and am upset it’s now a month later and I have no gift for the boy I nanny :(","Shelby,                     ,                     Nov 13, 2022",https://www.etsy.com/listing/1263830459/personalized-book-dinosaur-adventure?click_key=428243773394dfe344649c88c17e2e351ea553cb%3A1263830459&click_sum=5b1fcc0a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-3&pro=1
15,"Personalized Book - Dinosaur Adventure - Custom Personalized Book w/child and family personalizations, great dinosaur gift for birthday","Price:,            ,            USD 32.96+",StoryOfMeGiftStore,4.5 out of 5 stars,1 out of 5 stars,"READ THIS BEFORE YOU PURCHASE!!!
I was excited by the 5 star reviews but, the more I dug into this vendor, the less impressed I became. I ordered a custom book last month and just NEVER RECEIVED  it. The shop has NO COMMUNICATION skills. A tracking number was provided but, over a week later it still says Pre-Transit meaning they have not received the item to be shipped. I ordered a custom book for a different vendor on Etsy and had an amazing experience with the custom product delivered quickly. I will not be ordering from this shop ever again and am upset it’s now a month later and I have no gift for the boy I nanny :(","Shelby,                     ,                     Nov 13, 2022",https://www.etsy.com/listing/1263830459/personalized-book-dinosaur-adventure?click_key=428243773394dfe344649c88c17e2e351ea553cb%3A1263830459&click_sum=5b1fcc0a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047850-1-3&pro=1
16,"Lost for Words, a personalized book featuring father and child - a perfect gift for dads","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,"This is an amazing product. Very well made, very sweet, and shipping was extremely quick. The program they use is really nice and allows you to personalize the product. 
The only thing I wish I could do is change the eye color of the avatars.","Anna Borenstein,                     ,                     May 13, 2023",https://www.etsy.com/listing/1311036296/lost-for-words-a-personalized-book?click_key=bf70fccbe56cd6656371b20aa29e1e47d9804f93%3A1311036296&click_sum=d8a2dad0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-2&etp=1&sts=1
17,"Lost for Words, a personalized book featuring father and child - a perfect gift for dads","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,"This is an amazing product. Very well made, very sweet, and shipping was extremely quick. The program they use is really nice and allows you to personalize the product. 
The only thing I wish I could do is change the eye color of the avatars.","Anna Borenstein,                     ,                     May 13, 2023",https://www.etsy.com/listing/1311036296/lost-for-words-a-personalized-book?click_key=bf70fccbe56cd6656371b20aa29e1e47d9804f93%3A1311036296&click_sum=d8a2dad0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-2&etp=1&sts=1
18,"Lost for Words, a personalized book featuring father and child - a perfect gift for dads","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,"It is such a lovely book. Great story, It made me cry and I am sure my hubby will love it. Graphics are beautiful. Order hard book for sure!!","Reviewed by Inactive,                     ,                     May 20, 2023",https://www.etsy.com/listing/1311036296/lost-for-words-a-personalized-book?click_key=bf70fccbe56cd6656371b20aa29e1e47d9804f93%3A1311036296&click_sum=d8a2dad0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-2&etp=1&sts=1
19,"Lost for Words, a personalized book featuring father and child - a perfect gift for dads","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,"It is such a lovely book. Great story, It made me cry and I am sure my hubby will love it. Graphics are beautiful. Order hard book for sure!!","Reviewed by Inactive,                     ,                     May 20, 2023",https://www.etsy.com/listing/1311036296/lost-for-words-a-personalized-book?click_key=bf70fccbe56cd6656371b20aa29e1e47d9804f93%3A1311036296&click_sum=d8a2dad0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-2&etp=1&sts=1
20,"Lost for Words, a personalized book featuring father and child - a perfect gift for dads","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,"The book is the cutest! Plus, how much you can edit and change within it. 
I am extremely pleased with everything. Even the packaging was absolutely adorable. 
I would honestly purachase every book from them if I could and not from anywhere else because of much you can do through this company and if I had any problems they would fix it or if I had any questions they immediately replied to me. I've made a lot of purchases off etsy, but this purachase was the best one.","Bianca,                     ,                     May 30, 2023",https://www.etsy.com/listing/1311036296/lost-for-words-a-personalized-book?click_key=bf70fccbe56cd6656371b20aa29e1e47d9804f93%3A1311036296&click_sum=d8a2dad0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-2&etp=1&sts=1
21,"Lost for Words, a personalized book featuring father and child - a perfect gift for dads","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,"The book is the cutest! Plus, how much you can edit and change within it. 
I am extremely pleased with everything. Even the packaging was absolutely adorable. 
I would honestly purachase every book from them if I could and not from anywhere else because of much you can do through this company and if I had any problems they would fix it or if I had any questions they immediately replied to me. I've made a lot of purchases off etsy, but this purachase was the best one.","Bianca,                     ,                     May 30, 2023",https://www.etsy.com/listing/1311036296/lost-for-words-a-personalized-book?click_key=bf70fccbe56cd6656371b20aa29e1e47d9804f93%3A1311036296&click_sum=d8a2dad0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-2&etp=1&sts=1
22,"Lost for Words, a personalized book featuring father and child - a perfect gift for dads","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,Honestly this is the most precious item I think I have ever purchased. It is absolutely perfect and so personal. Quality of the book is such a high standard and the attention to detail is everything. The whole book is more perfect than I imagined.  I am so happy I purchased and would highly recommend,"Katie,                     ,                     Jun 2, 2023",https://www.etsy.com/listing/1311036296/lost-for-words-a-personalized-book?click_key=bf70fccbe56cd6656371b20aa29e1e47d9804f93%3A1311036296&click_sum=d8a2dad0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-2&etp=1&sts=1
23,"Lost for Words, a personalized book featuring father and child - a perfect gift for dads","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,Honestly this is the most precious item I think I have ever purchased. It is absolutely perfect and so personal. Quality of the book is such a high standard and the attention to detail is everything. The whole book is more perfect than I imagined.  I am so happy I purchased and would highly recommend,"Katie,                     ,                     Jun 2, 2023",https://www.etsy.com/listing/1311036296/lost-for-words-a-personalized-book?click_key=bf70fccbe56cd6656371b20aa29e1e47d9804f93%3A1311036296&click_sum=d8a2dad0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-2&etp=1&sts=1
24,Beautiful Picture Book - The Fox Who Caught a Star,"Price:,            ,            USD 14.99",DreamingPinePress,5 out of 5 stars,5 out of 5 stars,"I ordered this book as a gift for a baby shower. I decided on it based on other reviews on Etsy. It did not disappoint. The book is beautiful--the illustrations are fantastic. At the shower I explained to one of the soon-to-be grandmothers that this was part of a series and there were other books to purchase. I gave her the Etsy info that came with the book. Overall, so happy with this purchase!","Joy Restucci,                     ,                     Sep 30, 2022",https://www.etsy.com/listing/847274901/beautiful-picture-book-the-fox-who?click_key=53c7ff70ae2bc91b51450fd3c2da8077b72504f9%3A847274901&click_sum=c95f0789&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-3&sts=1
25,Beautiful Picture Book - The Fox Who Caught a Star,"Price:,            ,            USD 14.99",DreamingPinePress,5 out of 5 stars,5 out of 5 stars,"I ordered this book as a gift for a baby shower. I decided on it based on other reviews on Etsy. It did not disappoint. The book is beautiful--the illustrations are fantastic. At the shower I explained to one of the soon-to-be grandmothers that this was part of a series and there were other books to purchase. I gave her the Etsy info that came with the book. Overall, so happy with this purchase!","Joy Restucci,                     ,                     Sep 30, 2022",https://www.etsy.com/listing/847274901/beautiful-picture-book-the-fox-who?click_key=53c7ff70ae2bc91b51450fd3c2da8077b72504f9%3A847274901&click_sum=c95f0789&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-3&sts=1
26,Beautiful Picture Book - The Fox Who Caught a Star,"Price:,            ,            USD 14.99",DreamingPinePress,5 out of 5 stars,5 out of 5 stars,"What a gorgeous book and truely lovely story that captured My full attention and heart. Definitely would recommend for a baby shower gift. Or as a card to your baby shower gift (like we are very happily doing!) Great for animal lovers ❤️ And packaged with extra care, it arrived very well protected. So grateful","Alissa P,                     ,                     May 6, 2023",https://www.etsy.com/listing/847274901/beautiful-picture-book-the-fox-who?click_key=53c7ff70ae2bc91b51450fd3c2da8077b72504f9%3A847274901&click_sum=c95f0789&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-3&sts=1
27,Beautiful Picture Book - The Fox Who Caught a Star,"Price:,            ,            USD 14.99",DreamingPinePress,5 out of 5 stars,5 out of 5 stars,"What a gorgeous book and truely lovely story that captured My full attention and heart. Definitely would recommend for a baby shower gift. Or as a card to your baby shower gift (like we are very happily doing!) Great for animal lovers ❤️ And packaged with extra care, it arrived very well protected. So grateful","Alissa P,                     ,                     May 6, 2023",https://www.etsy.com/listing/847274901/beautiful-picture-book-the-fox-who?click_key=53c7ff70ae2bc91b51450fd3c2da8077b72504f9%3A847274901&click_sum=c95f0789&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-3&sts=1
28,Beautiful Picture Book - The Fox Who Caught a Star,"Price:,            ,            USD 14.99",DreamingPinePress,5 out of 5 stars,5 out of 5 stars,"Might be the cutest set of books out there. Our son is a big fan of all animals but especially foxes. He gets lost in the pictures that are laid out beautifully.

Get these books!","Jim DeSantis,                     ,                     Aug 9, 2022",https://www.etsy.com/listing/847274901/beautiful-picture-book-the-fox-who?click_key=53c7ff70ae2bc91b51450fd3c2da8077b72504f9%3A847274901&click_sum=c95f0789&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-3&sts=1
29,Beautiful Picture Book - The Fox Who Caught a Star,"Price:,            ,            USD 14.99",DreamingPinePress,5 out of 5 stars,5 out of 5 stars,"Might be the cutest set of books out there. Our son is a big fan of all animals but especially foxes. He gets lost in the pictures that are laid out beautifully.

Get these books!","Jim DeSantis,                     ,                     Aug 9, 2022",https://www.etsy.com/listing/847274901/beautiful-picture-book-the-fox-who?click_key=53c7ff70ae2bc91b51450fd3c2da8077b72504f9%3A847274901&click_sum=c95f0789&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-3&sts=1
30,Beautiful Picture Book - The Fox Who Caught a Star,"Price:,            ,            USD 14.99",DreamingPinePress,5 out of 5 stars,5 out of 5 stars,"This book is so beautiful, and the story is really sweet! I’m always a little nervous buying children’s books online that I haven’t read because you never know if it’s going to have religious bits in it that weren’t advertised or mentioned in the description, but I took the risk here since the art is so pretty, and I’m glad I did because this book is so sweet with a nice moral that has no religious undertones or anything. Really happy with it and hope to buy more in the future!","Flo Lyric,                     ,                     Feb 25, 2021",https://www.etsy.com/listing/847274901/beautiful-picture-book-the-fox-who?click_key=53c7ff70ae2bc91b51450fd3c2da8077b72504f9%3A847274901&click_sum=c95f0789&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-3&sts=1
31,Beautiful Picture Book - The Fox Who Caught a Star,"Price:,            ,            USD 14.99",DreamingPinePress,5 out of 5 stars,5 out of 5 stars,"This book is so beautiful, and the story is really sweet! I’m always a little nervous buying children’s books online that I haven’t read because you never know if it’s going to have religious bits in it that weren’t advertised or mentioned in the description, but I took the risk here since the art is so pretty, and I’m glad I did because this book is so sweet with a nice moral that has no religious undertones or anything. Really happy with it and hope to buy more in the future!","Flo Lyric,                     ,                     Feb 25, 2021",https://www.etsy.com/listing/847274901/beautiful-picture-book-the-fox-who?click_key=53c7ff70ae2bc91b51450fd3c2da8077b72504f9%3A847274901&click_sum=c95f0789&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-3&sts=1
32,"Personalized Dragon Story Book - Kids , Christening, Baptism, New baby and baby birthday, Christmas Eve Box Fillers,   Ideas","Price:,            ,            USD 35.09+",letterfest,5 out of 5 stars,5 out of 5 stars,So perfect :),"Caitlin Brennan,                     ,                     May 14, 2023",https://www.etsy.com/listing/986966564/personalized-dragon-story-book-kids?click_key=27c5f1d9cfba9fdcb93f2e78ce6baf834d5ef531%3A986966564&click_sum=a753209f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-5&etp=1
33,"Personalized Dragon Story Book - Kids , Christening, Baptism, New baby and baby birthday, Christmas Eve Box Fillers,   Ideas","Price:,            ,            USD 35.09+",letterfest,5 out of 5 stars,5 out of 5 stars,So perfect :),"Caitlin Brennan,                     ,                     May 14, 2023",https://www.etsy.com/listing/986966564/personalized-dragon-story-book-kids?click_key=27c5f1d9cfba9fdcb93f2e78ce6baf834d5ef531%3A986966564&click_sum=a753209f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-5&etp=1
34,"Personalized Dragon Story Book - Kids , Christening, Baptism, New baby and baby birthday, Christmas Eve Box Fillers,   Ideas","Price:,            ,            USD 35.09+",letterfest,5 out of 5 stars,5 out of 5 stars,This book is amazing! The pages are colorful and thicker than other books I have purchased from other vendors. My nephew will love having this book read to him. Shipping was very quick and packaging was perfect! I loved this book!,"Rose Najjar,                     ,                     Mar 18, 2023",https://www.etsy.com/listing/986966564/personalized-dragon-story-book-kids?click_key=27c5f1d9cfba9fdcb93f2e78ce6baf834d5ef531%3A986966564&click_sum=a753209f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-5&etp=1
35,"Personalized Dragon Story Book - Kids , Christening, Baptism, New baby and baby birthday, Christmas Eve Box Fillers,   Ideas","Price:,            ,            USD 35.09+",letterfest,5 out of 5 stars,5 out of 5 stars,This book is amazing! The pages are colorful and thicker than other books I have purchased from other vendors. My nephew will love having this book read to him. Shipping was very quick and packaging was perfect! I loved this book!,"Rose Najjar,                     ,                     Mar 18, 2023",https://www.etsy.com/listing/986966564/personalized-dragon-story-book-kids?click_key=27c5f1d9cfba9fdcb93f2e78ce6baf834d5ef531%3A986966564&click_sum=a753209f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-5&etp=1
36,"Personalized Dragon Story Book - Kids , Christening, Baptism, New baby and baby birthday, Christmas Eve Box Fillers,   Ideas","Price:,            ,            USD 35.09+",letterfest,5 out of 5 stars,5 out of 5 stars,Such a lovely gift & great quality - over the moon with my purchase & will definitely be back to buy more! x,"Kirsty,                     ,                     May 12, 2023",https://www.etsy.com/listing/986966564/personalized-dragon-story-book-kids?click_key=27c5f1d9cfba9fdcb93f2e78ce6baf834d5ef531%3A986966564&click_sum=a753209f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-5&etp=1
37,"Personalized Dragon Story Book - Kids , Christening, Baptism, New baby and baby birthday, Christmas Eve Box Fillers,   Ideas","Price:,            ,            USD 35.09+",letterfest,5 out of 5 stars,5 out of 5 stars,Such a lovely gift & great quality - over the moon with my purchase & will definitely be back to buy more! x,"Kirsty,                     ,                     May 12, 2023",https://www.etsy.com/listing/986966564/personalized-dragon-story-book-kids?click_key=27c5f1d9cfba9fdcb93f2e78ce6baf834d5ef531%3A986966564&click_sum=a753209f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-5&etp=1
38,"Personalized Dragon Story Book - Kids , Christening, Baptism, New baby and baby birthday, Christmas Eve Box Fillers,   Ideas","Price:,            ,            USD 35.09+",letterfest,5 out of 5 stars,5 out of 5 stars,This was a hit for a baby shower gift! Everyone loved it. Wonderful quality and fast shipping - especially for a customized gift.,"Christi,                     ,                     May 3, 2023",https://www.etsy.com/listing/986966564/personalized-dragon-story-book-kids?click_key=27c5f1d9cfba9fdcb93f2e78ce6baf834d5ef531%3A986966564&click_sum=a753209f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-5&etp=1
39,"Personalized Dragon Story Book - Kids , Christening, Baptism, New baby and baby birthday, Christmas Eve Box Fillers,   Ideas","Price:,            ,            USD 35.09+",letterfest,5 out of 5 stars,5 out of 5 stars,This was a hit for a baby shower gift! Everyone loved it. Wonderful quality and fast shipping - especially for a customized gift.,"Christi,                     ,                     May 3, 2023",https://www.etsy.com/listing/986966564/personalized-dragon-story-book-kids?click_key=27c5f1d9cfba9fdcb93f2e78ce6baf834d5ef531%3A986966564&click_sum=a753209f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-5&etp=1
40,"Personalized Search-And-Find 'World Trip’ Book, Gifts for Kids 2-7, Add your secret message, Unique Gift, Birthday Present","Price:,            ,            USD 35.00+",LibrioBooks,5 out of 5 stars,5 out of 5 stars,"One of the highest quality personalized gifts I’ve ever given! I chose paperback, expecting lesser quality as with most any paperback book, but the material was stronger than I expected and nice! The shipping was a breeze and the customer service start to finish is great. They’re friendly and communicative and it’s easy to manage your order! Sometimes you feel left in the dark on personalized gifts until they arrive, but you’re able to digitally view your book and approve before it goes to print which gave me comfort. The packaging was also adorable! 10/10 would order again!","Felysha Walker,                     ,                     Mar 6, 2023",https://www.etsy.com/listing/996382542/personalized-search-and-find-world-trip?click_key=e112050b893287eaf3d2065284afd16a1e08c596%3A996382542&click_sum=2150633f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=&ref=search_grid-1047851-1-6&etp=1&sts=1
